"","Sample","Target","Well","CopiesPer20uLWell","Positives","Negatives","AcceptedDroplets","Threshold","Run","Dilution","Concentration","Meso.Num","Time","Size","Vol.Filtered.mL","GC.mL","Time.hr","Row","Treatment","Meso.Volume.mL","turbidity.NTU","pH","temp.C","doc.mg.L","velocity.m.s","depth.m","width.m","q.L.s","Total.ER.mg.hr","Water.ER.mg.hr.L","Leaf.ER.mg.hr.m2","NH4.ugN.L","NO3.ugN.L","SRP.ugP.L","Gc.mesocosm"
"97","M15_T3_0.4","CARP","*",11.6,16,32425,32441,7000,10,1,0.58,"M15","T3",0.4,200,0.725,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,17158.33333575
"98","M15_T3_0.4","STHD","*",130,180,32261,32441,4500,10,1,6.56,"M15","T3",0.4,200,8.2,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,194066.666694
"99","M15_T3_1.2","CARP","*",10.8,18,48326,48344,7000,14,1,0.43,"M15","T3",1.2,200,0.5375,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,12720.833335125
"100","M15_T3_1.2","STHD","*",0,0,48344,48344,4500,14,1,0,"M15","T3",1.2,200,0,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,0
"101","M15_T3_1.2_10","CARP","*",9.4,11,27386,27397,7000,17,10,4.73,"M15","T3",1.2,200,5.9125,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,139929.166686375
"102","M15_T3_1.2_10","STHD","*",62,73,27324,27397,4500,17,10,31.46,"M15","T3",1.2,200,39.325,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,930691.66679775
"103","M15_T3_1.2_2","CARP","*",0,0,22611,22611,7000,17,2,0,"M15","T3",1.2,200,0,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,0
"104","M15_T3_1.2_2","STHD","*",0,0,22611,22611,4500,17,2,0,"M15","T3",1.2,200,0,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,0
"105","M15_T3_1.2_5","CARP","*",39,46,27328,27374,7000,17,5,9.91,"M15","T3",1.2,200,12.3875,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,293170.833374625
"106","M15_T3_1.2_5","STHD","*",155,179,27195,27374,4500,17,5,38.68,"M15","T3",1.2,200,48.35,18,3,"DOC",23666.66667,5.67,8.85,13.1,NA,0.18,0.071,0.168,2.1868,NA,0.097777778,NA,NA,NA,NA,1144283.3334945
"107","M15_T4_1.2","CARP","*",14.8,41,51357,51398,7000,14,1,0.94,"M15","T4",1.2,156,1.50641025641026,30,3,"DOC",22666.66667,6.91,8.86,14.7,81.5,0.18,0.068,0.168,2.05632,NA,0.097777778,NA,26.29,295.3,388.1,34145.2991503205
"108","M15_T4_1.2","STHD","*",76,221,51177,51398,4500,14,1,5.08,"M15","T4",1.2,156,8.14102564102564,30,3,"DOC",22666.66667,6.91,8.86,14.7,81.5,0.18,0.068,0.168,2.05632,NA,0.097777778,NA,26.29,295.3,388.1,184529.914557051
"109","M16_T1A_0.4","CARP","*",209.333333333333,288,32200,32488,7000,8,1,10.5,"M16","T1A",0.4,200,13.125,0.666666667,3,"BFH",24800,0.37,8.44,15.2,9,0.12,0.08,0.168,1.6128,-0.009642857,-0.030215827,NA,6.868,302.7,26.4,325500
"110","M16_T1A_0.4","STHD","*",1693.33333333333,2257,30231,32488,4500,8,1,84.9,"M16","T1A",0.4,200,106.125,0.666666667,3,"BFH",24800,0.37,8.44,15.2,9,0.12,0.08,0.168,1.6128,-0.009642857,-0.030215827,NA,6.868,302.7,26.4,2631900
"111","M16_T1A_1.2","CARP","*",346.666666666667,457,30946,31403,7000,8,1,17.28,"M16","T1A",1.2,200,21.6,0.666666667,3,"BFH",24800,0.37,8.44,15.2,9,0.12,0.08,0.168,1.6128,-0.009642857,-0.030215827,NA,6.868,302.7,26.4,535680
"112","M16_T1A_1.2","STHD","*",1726.66666666667,2222,29181,31403,4500,8,1,86.53,"M16","T1A",1.2,200,108.1625,0.666666667,3,"BFH",24800,0.37,8.44,15.2,9,0.12,0.08,0.168,1.6128,-0.009642857,-0.030215827,NA,6.868,302.7,26.4,2682430
"113","M16_T2_0.4","CARP","*",47.3333333333333,76,38045,38121,7000,10,1,2.35,"M16","T2",0.4,200,2.9375,6,3,"BFH",24333.33333,0.27,8.79,14,NA,0.1,0.078,0.168,1.3104,-0.009642857,-0.030215827,NA,NA,NA,NA,71479.166656875
"114","M16_T2_0.4","STHD","*",428.666666666667,689,37432,38121,4500,10,1,21.5,"M16","T2",0.4,200,26.875,6,3,"BFH",24333.33333,0.27,8.79,14,NA,0.1,0.078,0.168,1.3104,-0.009642857,-0.030215827,NA,NA,NA,NA,653958.33324375
"115","M16_T2_1.2","CARP","*",61.3333333333333,103,39558,39661,7000,10,1,3.06,"M16","T2",1.2,200,3.825,6,3,"BFH",24333.33333,0.27,8.79,14,NA,0.1,0.078,0.168,1.3104,-0.009642857,-0.030215827,NA,NA,NA,NA,93074.99998725
"116","M16_T2_1.2","STHD","*",372,622,39039,39661,4500,10,1,18.64,"M16","T2",1.2,200,23.3,6,3,"BFH",24333.33333,0.27,8.79,14,NA,0.1,0.078,0.168,1.3104,-0.009642857,-0.030215827,NA,NA,NA,NA,566966.666589
"117","M16_T3_0.4","CARP","*",4.2,7,39599,39606,7000,10,1,0.2,"M16","T3",0.4,200,0.25,18,3,"BFH",23666.66667,0.48,8.9,13.1,NA,0.08,0.076,0.168,1.02144,-0.009642857,-0.030215827,NA,NA,NA,NA,5916.6666675
"118","M16_T3_0.4","STHD","*",15.8,26,39580,39606,4500,10,1,0.77,"M16","T3",0.4,200,0.9625,18,3,"BFH",23666.66667,0.48,8.9,13.1,NA,0.08,0.076,0.168,1.02144,-0.009642857,-0.030215827,NA,NA,NA,NA,22779.166669875
"119","M16_T3_1.2","CARP","*",14.5333333333333,25,40755,40780,7000,10,1,0.72,"M16","T3",1.2,200,0.9,18,3,"BFH",23666.66667,0.48,8.9,13.1,NA,0.08,0.076,0.168,1.02144,-0.009642857,-0.030215827,NA,NA,NA,NA,21300.000003
"120","M16_T3_1.2","STHD","*",134,232,40548,40780,4500,10,1,6.72,"M16","T3",1.2,200,8.4,18,3,"BFH",23666.66667,0.48,8.9,13.1,NA,0.08,0.076,0.168,1.02144,-0.009642857,-0.030215827,NA,NA,NA,NA,198800.000028
"121","M16_T4_0.4","CARP","*",1.13333333333333,2,40528,40530,7000,10,1,0.05,"M16","T4",0.4,200,0.0625,30,3,"BFH",22666.66667,0.34,8.91,14.8,15.5,0.06,0.073,0.168,0.73584,-0.009642857,-0.030215827,NA,1.853,47.81,16.46,1416.666666875
"122","M16_T4_0.4","STHD","*",3.46666666666667,6,40524,40530,4500,10,1,0.17,"M16","T4",0.4,200,0.2125,30,3,"BFH",22666.66667,0.34,8.91,14.8,15.5,0.06,0.073,0.168,0.73584,-0.009642857,-0.030215827,NA,1.853,47.81,16.46,4816.666667375
"123","M16_T4_1.2","CARP","*",4.53333333333333,9,45324,45333,7000,10,1,0.23,"M16","T4",1.2,200,0.2875,30,3,"BFH",22666.66667,0.34,8.91,14.8,15.5,0.06,0.073,0.168,0.73584,-0.009642857,-0.030215827,NA,1.853,47.81,16.46,6516.666667625
"124","M16_T4_1.2","STHD","*",66,126,45207,45333,4500,10,1,3.28,"M16","T4",1.2,200,4.1,30,3,"BFH",22666.66667,0.34,8.91,14.8,15.5,0.06,0.073,0.168,0.73584,-0.009642857,-0.030215827,NA,1.853,47.81,16.46,92933.333347
"125","M17_T1A_0.4","CARP","*",77.6666666666667,216,67310,67526,7000,8,1,3.77,"M17","T1A",0.4,200,4.7125,0.666666667,3,"ETO",24800,0.81,8.5,14.2,7.9,0.17,0.077,0.168,2.19912,NA,-0.034782609,NA,26.47,341.6,13.26,116870
"126","M17_T1A_0.4","STHD","*",705.666666666667,1975,65551,67526,4500,8,1,35,"M17","T1A",0.4,200,43.75,0.666666667,3,"ETO",24800,0.81,8.5,14.2,7.9,0.17,0.077,0.168,2.19912,NA,-0.034782609,NA,26.47,341.6,13.26,1085000
"127","M17_T1A_1.2","CARP","*",487.666666666667,1494,71699,73193,7000,8,1,24.31,"M17","T1A",1.2,200,30.3875,0.666666667,3,"ETO",24800,0.81,8.5,14.2,7.9,0.17,0.077,0.168,2.19912,NA,-0.034782609,NA,26.47,341.6,13.26,753610
"128","M17_T1A_1.2","STHD","*",2243.33333333333,6598,66595,73193,4500,8,1,111.4,"M17","T1A",1.2,200,139.25,0.666666667,3,"ETO",24800,0.81,8.5,14.2,7.9,0.17,0.077,0.168,2.19912,NA,-0.034782609,NA,26.47,341.6,13.26,3453400
"129","M17_T2_0.4","CARP","*",60.6666666666667,83,32170,32253,7000,10,1,3.03,"M17","T2",0.4,200,3.7875,6,3,"ETO",24333.33333,0.25,8.58,13.9,NA,0.17,0.075,0.168,2.142,NA,-0.034782609,NA,NA,NA,NA,92162.499987375
"130","M17_T2_0.4","STHD","*",514.666666666667,698,31555,32253,4500,10,1,25.8,"M17","T2",0.4,200,32.25,6,3,"ETO",24333.33333,0.25,8.58,13.9,NA,0.17,0.075,0.168,2.142,NA,-0.034782609,NA,NA,NA,NA,784749.9998925
"131","M17_T2_1.2","CARP","*",100,147,34385,34532,7000,10,1,5.03,"M17","T2",1.2,200,6.2875,6,3,"ETO",24333.33333,0.25,8.58,13.9,NA,0.17,0.075,0.168,2.142,NA,-0.034782609,NA,NA,NA,NA,152995.833312375
"132","M17_T2_1.2","STHD","*",684.666666666667,988,33544,34532,4500,10,1,34.23,"M17","T2",1.2,200,42.7875,6,3,"ETO",24333.33333,0.25,8.58,13.9,NA,0.17,0.075,0.168,2.142,NA,-0.034782609,NA,NA,NA,NA,1041162.49985738
"133","M17_T3_0.4","CARP","*",26.6666666666667,47,40795,40842,7000,10,1,1.35,"M17","T3",0.4,200,1.6875,18,3,"ETO",23666.66667,0.49,8.64,13.2,NA,0.17,0.073,0.168,2.08488,NA,-0.034782609,NA,NA,NA,NA,39937.500005625
"134","M17_T3_0.4","STHD","*",104,180,40662,40842,4500,10,1,5.2,"M17","T3",0.4,200,6.5,18,3,"ETO",23666.66667,0.49,8.64,13.2,NA,0.17,0.073,0.168,2.08488,NA,-0.034782609,NA,NA,NA,NA,153833.333355
"135","M17_T3_1.2","CARP","*",33.3333333333333,52,36571,36623,7000,10,1,1.67,"M17","T3",1.2,200,2.0875,18,3,"ETO",23666.66667,0.49,8.64,13.2,NA,0.17,0.073,0.168,2.08488,NA,-0.034782609,NA,NA,NA,NA,49404.166673625
"136","M17_T3_1.2","STHD","*",318,493,36130,36623,4500,10,1,15.98,"M17","T3",1.2,200,19.975,18,3,"ETO",23666.66667,0.49,8.64,13.2,NA,0.17,0.073,0.168,2.08488,NA,-0.034782609,NA,NA,NA,NA,472741.66673325
"137","M17_T4_0.4","CARP","*",6.8,11,38609,38620,7000,11,1,0.33,"M17","T4",0.4,200,0.4125,30,3,"ETO",22666.66667,0.26,8.68,14.8,9.8,0.17,0.07,0.168,1.9992,NA,-0.034782609,NA,13.34,365.2,13.44,9350.000001375
"138","M17_T4_0.4","STHD","*",26,43,38577,38620,4500,11,1,1.31,"M17","T4",0.4,200,1.6375,30,3,"ETO",22666.66667,0.26,8.68,14.8,9.8,0.17,0.07,0.168,1.9992,NA,-0.034782609,NA,13.34,365.2,13.44,37116.666672125
"139","M17_T4_1.2","CARP","*",8.2,13,37185,37198,7000,11,1,0.41,"M17","T4",1.2,200,0.5125,30,3,"ETO",22666.66667,0.26,8.68,14.8,9.8,0.17,0.07,0.168,1.9992,NA,-0.034782609,NA,13.34,365.2,13.44,11616.666668375
"140","M17_T4_1.2","STHD","*",168.666666666667,264,36934,37198,4500,11,1,8.39,"M17","T4",1.2,200,10.4875,30,3,"ETO",22666.66667,0.26,8.68,14.8,9.8,0.17,0.07,0.168,1.9992,NA,-0.034782609,NA,13.34,365.2,13.44,237716.666701625
"141","M18_T1A_0.4","CARP","*",112.888888888889,471,95246,95717,7000,8,1,5.81,"M18","T1A",0.4,200,7.2625,0.666666667,3,"NCL",24800,0.35,8.53,14,12.1,0.15,0.079,0.168,1.9908,-0.015766423,-0.069565217,NA,24.73,343.6,17.22,180110
"142","M18_T1A_0.4","STHD","*",870,3626,92091,95717,4500,8,1,45.54,"M18","T1A",0.4,200,56.925,0.666666667,3,"NCL",24800,0.35,8.53,14,12.1,0.15,0.079,0.168,1.9908,-0.015766423,-0.069565217,NA,24.73,343.6,17.22,1411740
"143","M18_T2_0.4","CARP","*",42.6666666666667,66,36007,36073,7000,10,1,2.15,"M18","T2",0.4,200,2.6875,6,3,"NCL",24333.33333,1.64,8.85,14,NA,0.16,0.077,0.168,2.06976,-0.015766423,-0.069565217,NA,NA,NA,NA,65395.833324375
"144","M18_T2_0.4","STHD","*",407.333333333333,618,35455,36073,4500,10,1,20.37,"M18","T2",0.4,200,25.4625,6,3,"NCL",24333.33333,1.64,8.85,14,NA,0.16,0.077,0.168,2.06976,-0.015766423,-0.069565217,NA,NA,NA,NA,619587.499915125
"145","M18_T2_1.2","CARP","*",172.666666666667,274,37519,37793,7000,10,1,8.58,"M18","T2",1.2,200,10.725,6,3,"NCL",24333.33333,1.64,8.85,14,NA,0.16,0.077,0.168,2.06976,-0.015766423,-0.069565217,NA,NA,NA,NA,260974.99996425
"146","M18_T2_1.2","STHD","*",958,1501,36292,37793,4500,10,1,47.79,"M18","T2",1.2,200,59.7375,6,3,"NCL",24333.33333,1.64,8.85,14,NA,0.16,0.077,0.168,2.06976,-0.015766423,-0.069565217,NA,NA,NA,NA,1453612.49980088
"147","M18_T3_0.4","CARP","*",26.5333333333333,44,38798,38842,7000,10,1,1.33,"M18","T3",0.4,200,1.6625,18,3,"NCL",23666.66667,1.18,8.93,13.1,NA,0.17,0.075,0.168,2.142,-0.015766423,-0.069565217,NA,NA,NA,NA,39345.833338875
"148","M18_T3_0.4","STHD","*",223.333333333333,367,38475,38842,4500,10,1,11.19,"M18","T3",0.4,200,13.9875,18,3,"NCL",23666.66667,1.18,8.93,13.1,NA,0.17,0.075,0.168,2.142,-0.015766423,-0.069565217,NA,NA,NA,NA,331037.500046625
"149","M18_T3_1.2","CARP","*",19,33,41526,41559,7000,10,1,0.93,"M18","T3",1.2,200,1.1625,18,3,"NCL",23666.66667,1.18,8.93,13.1,NA,0.17,0.075,0.168,2.142,-0.015766423,-0.069565217,NA,NA,NA,NA,27512.500003875
"150","M18_T3_1.2","STHD","*",176.666666666667,306,41253,41559,4500,10,1,8.71,"M18","T3",1.2,200,10.8875,18,3,"NCL",23666.66667,1.18,8.93,13.1,NA,0.17,0.075,0.168,2.142,-0.015766423,-0.069565217,NA,NA,NA,NA,257670.833369625
"151","M18_T4_0.4","CARP","*",6.46666666666667,11,41913,41924,7000,11,1,0.3,"M18","T4",0.4,200,0.375,30,3,"NCL",22333.33333,0.67,8.94,14.8,15.3,0.18,0.071,0.168,2.14704,-0.015766423,-0.069565217,NA,4.492,333.3,14.62,8374.99999875
"152","M18_T4_0.4","STHD","*",52,92,41832,41924,4500,11,1,2.59,"M18","T4",0.4,200,3.2375,30,3,"NCL",22333.33333,0.67,8.94,14.8,15.3,0.18,0.071,0.168,2.14704,-0.015766423,-0.069565217,NA,4.492,333.3,14.62,72304.166655875
"153","M18_T4_1.2","CARP","*",19.3333333333333,32,38187,38219,7000,11,1,0.98,"M18","T4",1.2,200,1.225,30,3,"NCL",22333.33333,0.67,8.94,14.8,15.3,0.18,0.071,0.168,2.14704,-0.015766423,-0.069565217,NA,4.492,333.3,14.62,27358.33332925
"154","M18_T4_1.2","STHD","*",121.333333333333,191,38028,38219,4500,11,1,5.9,"M18","T4",1.2,200,7.375,30,3,"NCL",22333.33333,0.67,8.94,14.8,15.3,0.18,0.071,0.168,2.14704,-0.015766423,-0.069565217,NA,4.492,333.3,14.62,164708.33330875
"155","M19_T1A_0.4","CARP","*",39.3333333333333,70,42122,42192,7000,11,1,1.95,"M19","T1A",0.4,200,2.4375,0.666666667,4,"ETO",24800,0.47,8.5,14.9,6.5,0.18,0.079,0.168,2.38896,NA,-0.026086957,NA,28.78,347.9,12.51,60450
"156","M19_T1A_0.4","STHD","*",252,445,41747,42192,4500,11,1,12.5,"M19","T1A",0.4,200,15.625,0.666666667,4,"ETO",24800,0.47,8.5,14.9,6.5,0.18,0.079,0.168,2.38896,NA,-0.026086957,NA,28.78,347.9,12.51,387500
"157","M19_T1A_1.2","CARP","*",210.666666666667,341,38341,38682,7000,11,1,10.44,"M19","T1A",1.2,200,13.05,0.666666667,4,"ETO",24800,0.47,8.5,14.9,6.5,0.18,0.079,0.168,2.38896,NA,-0.026086957,NA,28.78,347.9,12.51,323640
"158","M19_T1A_1.2","STHD","*",825.333333333333,1331,37351,38682,4500,11,1,41.29,"M19","T1A",1.2,200,51.6125,0.666666667,4,"ETO",24800,0.47,8.5,14.9,6.5,0.18,0.079,0.168,2.38896,NA,-0.026086957,NA,28.78,347.9,12.51,1279990
"159","M19_T2_0.4","CARP","*",104.666666666667,157,35277,35434,7000,11,1,5.23,"M19","T2",0.4,200,6.5375,6,4,"ETO",24333.33333,0.36,8.57,14.1,NA,0.18,0.077,0.168,2.28536,NA,-0.026086957,NA,NA,NA,NA,159079.166644875
"160","M19_T2_0.4","STHD","*",495.333333333333,737,34697,35434,4500,11,1,24.78,"M19","T2",0.4,200,30.975,6,4,"ETO",24333.33333,0.36,8.57,14.1,NA,0.18,0.077,0.168,2.28536,NA,-0.026086957,NA,NA,NA,NA,753724.99989675
"161","M19_T2_1.2","CARP","*",110.666666666667,183,39041,39224,7000,11,1,5.51,"M19","T2",1.2,200,6.8875,6,4,"ETO",24333.33333,0.36,8.57,14.1,NA,0.18,0.077,0.168,2.28536,NA,-0.026086957,NA,NA,NA,NA,167595.833310375
"162","M19_T2_1.2","STHD","*",634.666666666667,1045,38179,39224,4500,11,1,31.84,"M19","T2",1.2,200,39.8,6,4,"ETO",24333.33333,0.36,8.57,14.1,NA,0.18,0.077,0.168,2.28536,NA,-0.026086957,NA,NA,NA,NA,968466.666534
"163","M19_T3_0.4","CARP","*",15.8666666666667,29,41366,41395,7000,11,1,0.82,"M19","T3",0.4,200,1.025,18,4,"ETO",23333.33333,0.25,8.65,12.4,NA,0.17,0.074,0.168,2.15488,NA,-0.026086957,NA,NA,NA,NA,23916.66666325
"164","M19_T3_0.4","STHD","*",65.3333333333333,118,41277,41395,4500,11,1,3.36,"M19","T3",0.4,200,4.2,18,4,"ETO",23333.33333,0.25,8.65,12.4,NA,0.17,0.074,0.168,2.15488,NA,-0.026086957,NA,NA,NA,NA,97999.999986
"165","M19_T3_1.2","CARP","*",26,46,41954,42000,7000,11,1,1.29,"M19","T3",1.2,200,1.6125,18,4,"ETO",23333.33333,0.25,8.65,12.4,NA,0.17,0.074,0.168,2.15488,NA,-0.026086957,NA,NA,NA,NA,37624.999994625
"166","M19_T3_1.2","STHD","*",263.333333333333,467,41533,42000,4500,11,1,13.18,"M19","T3",1.2,200,16.475,18,4,"ETO",23333.33333,0.25,8.65,12.4,NA,0.17,0.074,0.168,2.15488,NA,-0.026086957,NA,NA,NA,NA,384416.66661175
"167","M19_T4_0.4","CARP","*",12.5333333333333,21,39925,39946,7000,12,1,0.62,"M19","T4",0.4,200,0.775,30,4,"ETO",22333.33333,0.39,8.67,14.4,9.5,0.17,0.071,0.168,2.02776,NA,-0.026086957,NA,13.95,392,13.51,17308.33333075
"168","M19_T4_0.4","STHD","*",22,36,39910,39946,4500,12,1,1.06,"M19","T4",0.4,200,1.325,30,4,"ETO",22333.33333,0.39,8.67,14.4,9.5,0.17,0.071,0.168,2.02776,NA,-0.026086957,NA,13.95,392,13.51,29591.66666225
"169","M19_T4_1.2","CARP","*",12.1333333333333,18,35257,35275,7000,12,1,0.6,"M19","T4",1.2,200,0.75,30,4,"ETO",22333.33333,0.39,8.67,14.4,9.5,0.17,0.071,0.168,2.02776,NA,-0.026086957,NA,13.95,392,13.51,16749.9999975
"170","M19_T4_1.2","STHD","*",156.666666666667,233,35042,35275,4500,12,1,7.81,"M19","T4",1.2,200,9.7625,30,4,"ETO",22333.33333,0.39,8.67,14.4,9.5,0.17,0.071,0.168,2.02776,NA,-0.026086957,NA,13.95,392,13.51,218029.166634125
"171","M1_T1A_0.4","CARP","*",114.666666666667,183,37555,37738,7000,1,1,5.73,"M1","T1A",0.4,200,7.1625,0.666666667,1,"BFL",24800,3.43,8.61,14.5,10,0.16,0.082,0.168,2.20416,-0.003933775,0.036,NA,10.33,313.9,12.91,177630
"172","M1_T1A_0.4","STHD","*",862,1357,36381,37738,4500,1,1,43.18,"M1","T1A",0.4,200,53.975,0.666666667,1,"BFL",24800,3.43,8.61,14.5,10,0.16,0.082,0.168,2.20416,-0.003933775,0.036,NA,10.33,313.9,12.91,1338580
"173","M1_T1A_1.2","CARP","*",350.666666666667,573,38266,38839,7000,1,1,17.52,"M1","T1A",1.2,200,21.9,0.666666667,1,"BFL",24800,3.43,8.61,14.5,10,0.16,0.082,0.168,2.20416,-0.003933775,0.036,NA,10.33,313.9,12.91,543120
"174","M1_T1A_1.2","STHD","*",1330,2129,36710,38839,4500,1,1,66.48,"M1","T1A",1.2,200,83.1,0.666666667,1,"BFL",24800,3.43,8.61,14.5,10,0.16,0.082,0.168,2.20416,-0.003933775,0.036,NA,10.33,313.9,12.91,2060880
"175","M1_T2_0.4","CARP","*",45.3333333333333,66,33794,33860,7000,2,1,2.3,"M1","T2",0.4,200,2.875,6,1,"BFL",24333.33333,0.46,8.78,14.7,NA,0.15,0.08,0.168,2.016,-0.003933775,0.036,NA,NA,NA,NA,69958.33332375
"176","M1_T2_0.4","STHD","*",380,546,33314,33860,4500,2,1,19.17,"M1","T2",0.4,200,23.9625,6,1,"BFL",24333.33333,0.46,8.78,14.7,NA,0.15,0.08,0.168,2.016,-0.003933775,0.036,NA,NA,NA,NA,583087.499920125
"177","M1_T2_1.2","CARP","*",104.222222222222,515,115701,116216,7000,2,1,5.23,"M1","T2",1.2,200,6.5375,6,1,"BFL",24333.33333,0.46,8.78,14.7,NA,0.15,0.08,0.168,2.016,-0.003933775,0.036,NA,NA,NA,NA,159079.166644875
"178","M1_T2_1.2","STHD","*",525.111111111111,2591,113625,116216,4500,2,1,26.58,"M1","T2",1.2,200,33.225,6,1,"BFL",24333.33333,0.46,8.78,14.7,NA,0.15,0.08,0.168,2.016,-0.003933775,0.036,NA,NA,NA,NA,808474.99988925
"179","M1_T3_0.4","CARP","*",10.04,24,53711,53735,7000,3,1,0.52,"M1","T3",0.4,200,0.65,18,1,"BFL",23666.66667,0.64,8.66,14.4,NA,0.14,0.078,0.168,1.83456,-0.003933775,0.036,NA,NA,NA,NA,15383.3333355
"180","M1_T3_0.4","STHD","*",30.8,69,53666,53735,4500,3,1,1.51,"M1","T3",0.4,200,1.8875,18,1,"BFL",23666.66667,0.64,8.66,14.4,NA,0.14,0.078,0.168,1.83456,-0.003933775,0.036,NA,NA,NA,NA,44670.833339625
"181","M1_T3_1.2","CARP","*",20.25,81,85962,86043,7000,3,1,1.11,"M1","T3",1.2,200,1.3875,18,1,"BFL",23666.66667,0.64,8.66,14.4,NA,0.14,0.078,0.168,1.83456,-0.003933775,0.036,NA,NA,NA,NA,32837.500004625
"182","M1_T3_1.2","STHD","*",191,718,85325,86043,4500,3,1,9.88,"M1","T3",1.2,200,12.35,18,1,"BFL",23666.66667,0.64,8.66,14.4,NA,0.14,0.078,0.168,1.83456,-0.003933775,0.036,NA,NA,NA,NA,292283.3333745
"183","M1_T4_0.4","CARP","*",1.46666666666667,2,33267,33269,6500,5,1,0.07,"M1","T4",0.4,200,0.0875,30,1,"BFL",22333.33333,1.2,8.66,14.2,13.7,0.13,0.074,0.168,1.61616,-0.003933775,0.036,NA,0.3977,201.9,15.48,1954.166666375
"184","M1_T4_0.4","STHD","*",2,3,33266,33269,3500,5,1,0.1,"M1","T4",0.4,200,0.125,30,1,"BFL",22333.33333,1.2,8.66,14.2,13.7,0.13,0.074,0.168,1.61616,-0.003933775,0.036,NA,0.3977,201.9,15.48,2791.66666625
"185","M1_T4_1.2","CARP","*",4.33333333333333,7,36069,36076,6500,5,1,0.22,"M1","T4",1.2,200,0.275,30,1,"BFL",22333.33333,1.2,8.66,14.2,13.7,0.13,0.074,0.168,1.61616,-0.003933775,0.036,NA,0.3977,201.9,15.48,6141.66666575
"186","M1_T4_1.2","STHD","*",58,88,35988,36076,3500,5,1,2.88,"M1","T4",1.2,200,3.6,30,1,"BFL",22333.33333,1.2,8.66,14.2,13.7,0.13,0.074,0.168,1.61616,-0.003933775,0.036,NA,0.3977,201.9,15.48,80399.999988
"187","M20_T1A_0.4","CARP","*",120.888888888889,470,92372,92842,7000,11,1,5.98,"M20","T1A",0.4,200,7.475,0.666666667,4,"BFH",24800,0.42,8.56,15.1,8,0.14,0.077,0.168,1.81104,-0.002759124,0.060869565,NA,3.723,312,13.58,185380
"188","M20_T1A_0.4","STHD","*",841.333333333333,3307,89535,92842,4500,11,1,42.77,"M20","T1A",0.4,200,53.4625,0.666666667,4,"BFH",24800,0.42,8.56,15.1,8,0.14,0.077,0.168,1.81104,-0.002759124,0.060869565,NA,3.723,312,13.58,1325870
"189","M20_T1A_1.2","CARP","*",274,427,36524,36951,7000,11,1,13.7,"M20","T1A",1.2,200,17.125,0.666666667,4,"BFH",24800,0.42,8.56,15.1,8,0.14,0.077,0.168,1.81104,-0.002759124,0.060869565,NA,3.723,312,13.58,424700
"190","M20_T1A_1.2","STHD","*",942.666666666667,1448,35503,36951,4500,11,1,47.14,"M20","T1A",1.2,200,58.925,0.666666667,4,"BFH",24800,0.42,8.56,15.1,8,0.14,0.077,0.168,1.81104,-0.002759124,0.060869565,NA,3.723,312,13.58,1461340
"191","M20_T2_0.4","CARP","*",40.6666666666667,67,38667,38734,7000,11,1,2.04,"M20","T2",0.4,200,2.55,6,4,"BFH",22666.66667,0.28,8.89,14.3,NA,0.14,0.07,0.168,1.6072,-0.002759124,0.060869565,NA,NA,NA,NA,57800.0000085
"192","M20_T2_0.4","STHD","*",265.333333333333,434,38300,38734,4500,11,1,13.28,"M20","T2",0.4,200,16.6,6,4,"BFH",22666.66667,0.28,8.89,14.3,NA,0.14,0.07,0.168,1.6072,-0.002759124,0.060869565,NA,NA,NA,NA,376266.666722
"193","M20_T2_1.2","CARP","*",67.3333333333333,109,36227,36336,7000,11,1,3.54,"M20","T2",1.2,200,4.425,6,4,"BFH",22666.66667,0.28,8.89,14.3,NA,0.14,0.07,0.168,1.6072,-0.002759124,0.060869565,NA,NA,NA,NA,100300.00001475
"194","M20_T2_1.2","STHD","*",366.666666666667,560,35776,36336,4500,11,1,18.31,"M20","T2",1.2,200,22.8875,6,4,"BFH",22666.66667,0.28,8.89,14.3,NA,0.14,0.07,0.168,1.6072,-0.002759124,0.060869565,NA,NA,NA,NA,518783.333409625
